AllTimePriceId	code	startval	highval	lowval	curval	curvol	Regdate
66040	187870	37550	38750	37150	38050	227252	2020-12-04 12:34:39.193
66309	187870	37550	38750	37150	38050	227252	2020-12-04 12:35:04.180
66579	187870	37550	38750	37150	38000	228421	2020-12-04 12:35:29.190
66840	187870	37550	38750	37150	38000	228421	2020-12-04 12:35:54.257
67107	187870	37550	38750	37150	38050	228469	2020-12-04 12:36:19.520
67374	187870	37550	38750	37150	38050	228469	2020-12-04 12:36:45.787
67645	187870	37550	38750	37150	38000	228635	2020-12-04 12:37:10.673
67909	187870	37550	38750	37150	38000	228635	2020-12-04 12:37:36.810
68162	187870	37550	38750	37150	38000	228635	2020-12-04 12:38:01.523
68431	187870	37550	38750	37150	38000	228750	2020-12-04 12:38:27.687
68711	187870	37550	38750	37150	38000	228750	2020-12-04 12:38:54.063
68972	187870	37550	38750	37150	38000	228816	2020-12-04 12:39:19.197
69246	187870	37550	38750	37150	38000	228816	2020-12-04 12:39:44.210
69515	187870	37550	38750	37150	38000	228831	2020-12-04 12:40:08.793
69781	187870	37550	38750	37150	38000	228831	2020-12-04 12:40:35.270
70043	187870	37550	38750	37150	38000	228831	2020-12-04 12:41:00.843
70322	187870	37550	38750	37150	38050	228836	2020-12-04 12:41:27.380
70575	187870	37550	38750	37150	38050	228836	2020-12-04 12:41:52.840
70833	187870	37550	38750	37150	38000	228894	2020-12-04 12:42:17.823
71114	187870	37550	38750	37150	38000	228894	2020-12-04 12:42:43.403
71375	187870	37550	38750	37150	38000	228905	2020-12-04 12:43:07.827
71650	187870	37550	38750	37150	38000	228905	2020-12-04 12:43:35.967
71914	187870	37550	38750	37150	38000	228905	2020-12-04 12:44:01.937
72181	187870	37550	38750	37150	38000	228928	2020-12-04 12:44:27.677
72449	187870	37550	38750	37150	38000	228928	2020-12-04 12:44:52.320
72713	187870	37550	38750	37150	38050	228982	2020-12-04 12:45:17.667
72976	187870	37550	38750	37150	38050	228982	2020-12-04 12:45:43.323
73240	187870	37550	38750	37150	38050	228982	2020-12-04 12:46:08.877
73516	187870	37550	38750	37150	38050	229594	2020-12-04 12:46:34.617
73782	187870	37550	38750	37150	38050	229594	2020-12-04 12:46:59.623
74063	187870	37550	38750	37150	38050	229644	2020-12-04 12:47:26.677
74315	187870	37550	38750	37150	38050	229644	2020-12-04 12:47:51.423
74588	187870	37550	38750	37150	38050	229753	2020-12-04 12:48:17.337
74854	187870	37550	38750	37150	38050	229753	2020-12-04 12:48:43.213
75119	187870	37550	38750	37150	38000	229926	2020-12-04 12:49:08.797
75385	187870	37550	38750	37150	38000	229926	2020-12-04 12:49:33.393
75649	187870	37550	38750	37150	38000	229926	2020-12-04 12:50:00.020
75912	187870	37550	38750	37150	38100	231394	2020-12-04 12:50:24.977
76184	187870	37550	38750	37150	38100	231394	2020-12-04 12:50:49.890
76447	187870	37550	38750	37150	38150	231441	2020-12-04 12:51:16.120
76717	187870	37550	38750	37150	38150	231441	2020-12-04 12:51:42.137
76987	187870	37550	38750	37150	38100	231985	2020-12-04 12:52:07.450
77248	187870	37550	38750	37150	38100	231985	2020-12-04 12:52:33.100
77522	187870	37550	38750	37150	38100	231985	2020-12-04 12:52:57.910
77789	187870	37550	38750	37150	38150	232108	2020-12-04 12:53:24.390
78054	187870	37550	38750	37150	38150	232108	2020-12-04 12:53:49.110
78332	187870	37550	38750	37150	38100	232170	2020-12-04 12:54:15.043
78588	187870	37550	38750	37150	38100	232170	2020-12-04 12:54:40.317
78848	187870	37550	38750	37150	38100	232170	2020-12-04 12:55:05.290
79120	187870	37550	38750	37150	38150	233149	2020-12-04 12:55:31.060
79387	187870	37550	38750	37150	38150	233149	2020-12-04 12:55:56.553
79652	187870	37550	38750	37150	38200	234222	2020-12-04 12:56:22.333
79921	187870	37550	38750	37150	38200	234222	2020-12-04 12:56:49.280
80189	187870	37550	38750	37150	38250	236388	2020-12-04 12:57:14.003
80455	187870	37550	38750	37150	38250	236388	2020-12-04 12:57:38.563
80725	187870	37550	38750	37150	38250	236388	2020-12-04 12:58:04.243
80996	187870	37550	38750	37150	38150	236914	2020-12-04 12:58:30.360
81262	187870	37550	38750	37150	38150	236914	2020-12-04 12:58:56.047
81522	187870	37550	38750	37150	38200	236921	2020-12-04 12:59:21.253
81790	187870	37550	38750	37150	38200	236921	2020-12-04 12:59:46.633
82057	187870	37550	38750	37150	38150	236995	2020-12-04 13:00:11.743
82329	187870	37550	38750	37150	38150	236995	2020-12-04 13:00:37.873
82593	187870	37550	38750	37150	38150	236995	2020-12-04 13:01:03.303
82853	187870	37550	38750	37150	38250	237048	2020-12-04 13:01:29.623
83135	187870	37550	38750	37150	38250	237048	2020-12-04 13:01:55.497
83399	187870	37550	38750	37150	38300	237253	2020-12-04 13:02:21.110
83661	187870	37550	38750	37150	38300	237253	2020-12-04 13:02:46.813
83925	187870	37550	38750	37150	38350	237346	2020-12-04 13:03:12.843
84207	187870	37550	38750	37150	38350	237346	2020-12-04 13:03:39.587
84457	187870	37550	38750	37150	38250	237537	2020-12-04 13:04:04.587
84731	187870	37550	38750	37150	38250	237537	2020-12-04 13:04:33.900
84998	187870	37550	38750	37150	38250	237537	2020-12-04 13:04:59.333
85266	187870	37550	38750	37150	38250	237542	2020-12-04 13:05:25.427
85529	187870	37550	38750	37150	38250	237542	2020-12-04 13:05:50.977
85800	187870	37550	38750	37150	38300	237662	2020-12-04 13:06:16.270
86056	187870	37550	38750	37150	38300	237662	2020-12-04 13:06:42.367
86328	187870	37550	38750	37150	38200	238985	2020-12-04 13:07:09.113
86601	187870	37550	38750	37150	38200	238985	2020-12-04 13:07:36.117
86870	187870	37550	38750	37150	38200	238985	2020-12-04 13:08:02.597
87130	187870	37550	38750	37150	38250	239057	2020-12-04 13:08:28.907
87401	187870	37550	38750	37150	38250	239057	2020-12-04 13:08:54.390
87663	187870	37550	38750	37150	38250	239057	2020-12-04 13:09:19.893
87938	187870	37550	38750	37150	38250	239057	2020-12-04 13:09:44.997
88201	187870	37550	38750	37150	38200	239158	2020-12-04 13:10:10.557
88461	187870	37550	38750	37150	38200	239158	2020-12-04 13:10:35.997
88735	187870	37550	38750	37150	38200	239158	2020-12-04 13:11:01.577
89007	187870	37550	38750	37150	38250	239275	2020-12-04 13:11:27.950
89269	187870	37550	38750	37150	38250	239275	2020-12-04 13:11:52.483
89534	187870	37550	38750	37150	38250	239529	2020-12-04 13:12:17.347
89800	187870	37550	38750	37150	38250	239529	2020-12-04 13:12:42.040
90080	187870	37550	38750	37150	38250	239696	2020-12-04 13:13:09.007
90332	187870	37550	38750	37150	38250	239696	2020-12-04 13:13:35.307
90607	187870	37550	38750	37150	38250	239696	2020-12-04 13:14:04.010
90873	187870	37550	38750	37150	38250	239759	2020-12-04 13:14:33.443
91123	187870	37550	38750	37150	38250	239759	2020-12-04 13:15:02.157
91408	187870	37550	38750	37150	38300	239902	2020-12-04 13:15:32.053
91677	187870	37550	38750	37150	38300	239902	2020-12-04 13:16:00.090
91942	187870	37550	38750	37150	38200	240477	2020-12-04 13:16:29.180
92203	187870	37550	38750	37150	38200	240477	2020-12-04 13:16:57.537
92474	187870	37550	38750	37150	38150	240730	2020-12-04 13:17:26.377
92737	187870	37550	38750	37150	38150	240730	2020-12-04 13:17:55.237
93008	187870	37550	38750	37150	38200	240736	2020-12-04 13:18:23.757
93279	187870	37550	38750	37150	38200	240736	2020-12-04 13:18:51.560
93548	187870	37550	38750	37150	38150	241142	2020-12-04 13:19:19.383
93807	187870	37550	38750	37150	38150	241142	2020-12-04 13:19:46.540
94081	187870	37550	38750	37150	38150	241142	2020-12-04 13:20:14.400
94337	187870	37550	38750	37150	38150	241203	2020-12-04 13:20:42.063
94607	187870	37550	38750	37150	38150	241203	2020-12-04 13:21:09.263
94875	187870	37550	38750	37150	38150	241229	2020-12-04 13:21:37.203
95142	187870	37550	38750	37150	38150	241229	2020-12-04 13:22:04.390
95411	187870	37550	38750	37150	38200	241349	2020-12-04 13:22:32.367
95677	187870	37550	38750	37150	38200	241349	2020-12-04 13:22:59.860
95945	187870	37550	38750	37150	38250	241458	2020-12-04 13:23:29.143
96207	187870	37550	38750	37150	38250	241458	2020-12-04 13:23:55.300
96481	187870	37550	38750	37150	38250	241458	2020-12-04 13:24:22.817
96739	187870	37550	38750	37150	38200	241467	2020-12-04 13:24:53.143
97009	187870	37550	38750	37150	38200	242278	2020-12-04 13:25:20.320
97279	187870	37550	38750	37150	38200	242278	2020-12-04 13:25:48.267
97547	187870	37550	38750	37150	38200	242456	2020-12-04 13:26:17.047
97814	187870	37550	38750	37150	38200	242456	2020-12-04 13:26:45.040
98077	187870	37550	38750	37150	38200	242456	2020-12-04 13:27:12.583
98348	187870	37550	38750	37150	38250	243127	2020-12-04 13:27:42.060
98606	187870	37550	38750	37150	38250	243127	2020-12-04 13:28:11.187
98882	187870	37550	38750	37150	38150	243169	2020-12-04 13:28:40.967
99155	187870	37550	38750	37150	38150	243169	2020-12-04 13:29:09.497
99422	187870	37550	38750	37150	38250	243242	2020-12-04 13:29:37.340
99685	187870	37550	38750	37150	38250	243242	2020-12-04 13:30:06.547
99950	187870	37550	38750	37150	38200	243345	2020-12-04 13:30:34.527
100212	187870	37550	38750	37150	38200	243345	2020-12-04 13:31:03.773
100480	187870	37550	38750	37150	38200	243404	2020-12-04 13:31:32.243
100742	187870	37550	38750	37150	38200	243404	2020-12-04 13:32:02.233
101022	187870	37550	38750	37150	38150	243923	2020-12-04 13:32:34.423
101281	187870	37550	38750	37150	38150	243923	2020-12-04 13:33:07.817
101547	187870	37550	38750	37150	38250	243935	2020-12-04 13:33:40.750
101818	187870	37550	38750	37150	38250	243935	2020-12-04 13:34:10.663
102082	187870	37550	38750	37150	38150	245230	2020-12-04 13:34:42.123
102351	187870	37550	38750	37150	38150	245230	2020-12-04 13:35:13.490
102614	187870	37550	38750	37150	38200	245258	2020-12-04 13:35:44.587
