표준코드	단축코드	한글종목명	한글종목약명	영문종목명	상장일	기초지수명	지수산출기관	추적배수	복제방법	기초시장분류	기초자산분류	상장좌수	운용사	CU수량	총보수	과세유형
KR7373790005	373790	키움 KOSEF 미국방어배당성장나스닥증권상장지수투자신탁[주식]	KOSEF 미국방어배당성장나스닥	Kiwoom KOSEF US Low Volatility Dividend Achievers ETF	2020-12-24	Nasdaq US Low Volatility Dividend Achievers Index	NASDAQ	일반 (1)	실물	해외	주식	600000	키움투자자산운용	100000	0.4	배당소득세(보유기간과세)
KR7104520002	104520	키움 KOSEF 블루칩 상장지수증권투자신탁[주식]	KOSEF 블루칩	Kiwoom KOSEF BLUECHIP ETF	2008-07-29	MKF 블루칩	FnGuide	일반 (1)	실물	국내	주식	1200000	키움투자자산운용	100000	0.4	비과세
KR7291630002	291630	키움 KOSEF 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)	KOSEF 코스닥150선물레버리지	Kiwoom KOSEF KOSDAQ 150 Futures Leverage ETF	2018-03-16	F-코스닥150 지수	KRX	2X 레버리지 (2)	실물	국내	주식	1210000	키움투자자산운용	10000	0.09	배당소득세(보유기간과세)
KR7291620003	291620	키움 KOSEF 코스닥150선물인버스증권상장지수투자신탁[주식-파생형]	KOSEF 코스닥150선물인버스	Kiwoom KOSEF KOSDAQ 150 Futures Inverse ETF	2018-03-16	F-코스닥150 지수	KRX	1X 인버스 (-1)	실물	국내	주식	530000	키움투자자산운용	10000	0.09	배당소득세(보유기간과세)
KR7316670009	316670	키움 KOSEF 코스닥150증권상장지수투자신탁[주식]	KOSEF 코스닥150	Kiwoom KOSEF KOSDAQ150 ETF	2019-01-22	코스닥 150	KRX	일반 (1)	실물	국내	주식	3420000	키움투자자산운용	20000	0.15	비과세
KR7122260003	122260	키움 KOSEF 통안채 상장지수증권투자신탁[채권]	KOSEF 통안채1년	Kiwoom KOSEF MSB ETF[Fixed Income]	2010-01-14	MK 통안채지수(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	430000	키움투자자산운용	10000	0.15	배당소득세(보유기간과세)
KR7168300002	168300	하나UBS KTOP KOSPI50 증권상장지수투자신탁[주식]	KTOP 코스피50	UBS Hana KTOP KOSPI50 ETF	2012-11-12	코스피 50	KRX	일반 (1)	실물	국내	주식	495000	하나UBS자산운용	15000	0.3	비과세
KR7332500008	332500	한국투자 KINDEX 200 Total Return증권상장지수투자신탁(주식)	KINDEX 200TR	KIM KINDEX 200TotalReturn ETF	2019-08-28	코스피 200 TR	KRX	일반 (1)	실물	국내	주식	13000000	한국투자신탁운용	100000	0.03	배당소득세(보유기간과세)
KR7380340000	380340	한국투자 KINDEX Fn5G플러스증권상장지수투자신탁(주식)	KINDEX Fn5G플러스	KIM KINDEX Fn5G Plus ETF	2021-04-02	FnGuide 5G플러스 지수 (시장가격)	FnGuide	일반 (1)	실물	국내	주식	1000000	한국투자신탁운용	100000	0.35	비과세
KR7368470001	368470	한국투자 KINDEX K-뉴딜디지털플러스증권상장지수투자신탁(주식)	KINDEX Fn K-뉴딜디지털플러스	KIM KINDEX Fn K-NewDeal Digital Plus ETF	2020-11-10	FnGuide K-뉴딜 디지털 플러스 지수	FnGuide	일반 (1)	실물	국내	주식	500000	한국투자신탁운용	100000	0.25	비과세
KR7356540005	356540	한국투자 KINDEX KIS종합채권(AA-이상)액티브증권상장지수투자신탁(채권)	KINDEX KIS종합채권(AA-이상)액티브	KIM KINDEX KIS Active Bond Composite ETF	2020-07-21	KIS 종합채권 AA-이상 총수익 지수(Total return Index)	KIS 채권평가	일반 (1)	Active	국내	채권	350000	한국투자신탁운용	1000	0.1	배당소득세(보유기간과세)
KR7277540001	277540	한국투자 KINDEX S&P아시아TOP50증권상장지수투자신탁(주식)	KINDEX S&P아시아TOP50	KIM KINDEX S&P ASIA TOP50 ETF	2017-08-23	S&P ASIA50 Price Return Index	S&P	일반 (1)	실물	국내&해외	주식	1950000	한국투자신탁운용	150000	0.7	배당소득세(보유기간과세)
KR7114460009	114460	한국투자 KINDEX 국고채 증권 상장지수투자신탁(채권)	KINDEX 국고채3년	KOREA KINDEX TB ETF	2009-07-31	KTB INDEX(시장가격)	KRX	일반 (1)	실물	국내	채권	390000	한국투자신탁운용	30000	0.15	배당소득세(보유기간과세)
KR7365780006	365780	한국투자 KINDEX 국고채10년증권상장지수투자신탁(채권)	KINDEX 국고채10년	KIM KINDEX Korea 10Y Treasury Bond ETF	2020-10-15	KIS 10년 국고채 지수 (총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	147000	한국투자신탁운용	3000	0.1	배당소득세(보유기간과세)
KR7299070003	299070	한국투자 KINDEX 국채선물10년인버스증권상장지수투자신탁(채권-파생형)	KINDEX 국채선물10년인버스	KIM KINDEX LKTB Futures Inverse ETF	2018-06-08	10년국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	50000	한국투자신탁운용	1000	0.05	배당소득세(보유기간과세)
KR7299080002	299080	한국투자 KINDEX 국채선물3년인버스증권상장지수투자신탁(채권-파생형)	KINDEX 국채선물3년인버스	KIM KINDEX KTB Futures Inverse ETF	2018-06-08	국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	50000	한국투자신탁운용	1000	0.05	배당소득세(보유기간과세)
KR7181480005	181480	한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H)	KINDEX 미국다우존스리츠(합성 H)	KIM KINDEX SYNTH-Dow Jones US Real Estate ETF(H)	2013-08-01	Dow Jones U.S. Real Estate Index	S&P	일반 (1)	합성	해외	부동산	200000	한국투자신탁운용	20000	0.3	배당소득세(분리과세부동산ETF)
KR7190620005	190620	한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권)	KINDEX 단기통안채	KIM KINDEX SHORT-TERM MSB MONEY MARKET ETF	2013-12-23	KIS MSB 단기지수(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	1985000	한국투자신탁운용	1000	0.07	배당소득세(보유기간과세)
KR7265690008	265690	한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 러시아MSCI(합성)	KIM KINDEX MSCI Russia ETF(Synth)	2017-03-21	MSCI Russia 25% Capped Price Return Index	MSCI	일반 (1)	합성	해외	주식	350000	한국투자신탁운용	50000	0.5	배당소득세(보유기간과세)
KR7152500005	152500	한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형)	KINDEX 레버리지	KINDEX LEVERAGE ETF	2012-01-27	코스피 200	KRX	2X 레버리지 (2)	실물	국내	주식	800000	한국투자신탁운용	100000	0.3	배당소득세(보유기간과세)
KR7291130003	291130	한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 멕시코MSCI(합성)	KIM KINDEX MSCI MEXICO ETF(Synth)	2018-03-09	MSCI MEXICO IMI 25/50 Price return Index	MSCI	일반 (1)	합성	해외	주식	800000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7342140001	342140	한국투자 KINDEX 모닝스타싱가포르리츠30증권상장지수투자신탁(채권혼합-파생형)	KINDEX 모닝스타싱가포르리츠채권혼합	KIM KINDEX Morningstar Singapore REITs Blended ETF	2019-12-27	Morningstar Singapore REIT Yield Focus Income Protection Index	MorningStar	일반 (1)	실물	국내&해외	혼합자산	1000000	한국투자신탁운용	100000	0.4	배당소득세(보유기간과세)
KR7280320003	280320	한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H)	KINDEX 미국IT인터넷S&P(합성 H)	KIM KINDEX US INTERNET ETF(Synth H)	2017-10-17	다우존스 인터넷 종합지수	S&P	일반 (1)	합성	해외	주식	800000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7360200000	360200	한국투자 KINDEX 미국S&P500증권상장지수투자신탁(주식)	KINDEX 미국S&P500	KIM KINDEX S&P500 ETF	2020-08-07	S&P 500	S&P	일반 (1)	실물	해외	주식	17700000	한국투자신탁운용	100000	0.07	배당소득세(보유기간과세)
KR7309230001	309230	한국투자 KINDEX 미국WideMoat가치주증권상장지수투자신탁(주식)	KINDEX 미국WideMoat가치주	KIM KINDEX US Wide Moat ETF	2018-10-25	MorningStar Wide Moat Focus Index	MorningStar	일반 (1)	실물	해외	주식	3800000	한국투자신탁운용	100000	0.4	배당소득세(보유기간과세)
KR7367380003	367380	한국투자 KINDEX 미국나스닥100증권상장지수투자신탁(주식)	KINDEX 미국나스닥100	KIM KINDEX US NASDAQ100 ETF	2020-10-29	NASDAQ 100	NASDAQ	일반 (1)	실물	해외	주식	12800000	한국투자신탁운용	100000	0.07	배당소득세(보유기간과세)
KR7211260005	211260	한국투자 KINDEX 배당성장 증권상장지수투자신탁(주식)	KINDEX 배당성장	KINDEX Dividend Growth ETF	2014-12-17	코스피 배당성장 50	KRX	일반 (1)	실물	국내	주식	200000	한국투자신탁운용	40000	0.15	비과세
KR7143460004	143460	한국투자 KINDEX 밸류대형 증권 상장지수투자신탁(주식)	KINDEX 밸류대형	KINDEX Value Large ETF	2011-06-21	FnGuide-RAFI 코리아 대형 지수	FnGuide	일반 (1)	실물	국내	주식	1500000	한국투자신탁운용	100000	0.15	비과세
KR7245710009	245710	한국투자 KINDEX 베트남VN30증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 베트남VN30(합성)	KIM KINDEX Vietnam VN30 ETF(Synth)	2016-07-01	VN30 Index(PR)	HOSE(Hochiminh Stock Exchange)	일반 (1)	합성	해외	주식	9400000	한국투자신탁운용	100000	0.7	배당소득세(보유기간과세)
KR7131890006	131890	한국투자 KINDEX 삼성그룹주 동일가중 증권 상장지수투자신탁(주식)	KINDEX 삼성그룹동일가중	KINDEX Samsung Group Equal Weighted ETF	2010-09-17	MKF SAMs EW 지수	FnGuide	일반 (1)	실물	국내	주식	500000	한국투자신탁운용	100000	0.15	비과세
KR7108450008	108450	한국투자 KINDEX 삼성그룹주SW 증권 상장지수투자신탁(주식)	KINDEX 삼성그룹섹터가중	KINDEX SAMSUNG GROUP SW ETF	2009-02-03	MKF SAMs SW	FnGuide	일반 (1)	실물	국내	주식	6500000	한국투자신탁운용	100000	0.15	비과세
KR7226380004	226380	한국투자 KINDEX 성장소비주도주증권상장지수투자신탁(주식)	KINDEX Fn성장소비주도주	KIM KINDEX Korean Culture ETF	2015-08-19	FnGuide 성장소비주도 지수	FnGuide	일반 (1)	실물	국내	주식	800000	한국투자신탁운용	100000	0.5	비과세
KR7322130006	322130	한국투자 KINDEX 스마트로우볼증권상장지수투자신탁(주식)	KINDEX 스마트로우볼	KIM KINDEX Smart Low Volatility ETF	2019-04-16	FnGuide 스마트 로우볼 지수	FnGuide	일반 (1)	실물	국내	주식	600000	한국투자신탁운용	100000	0.19	비과세
KR7272220005	272220	한국투자 KINDEX 스마트모멘텀증권상장지수투자신탁(주식)	KINDEX 스마트모멘텀	KIM KINDEX Smart Momentum ETF	2017-07-11	FnGuide 스마트 모멘텀 지수	FnGuide	일반 (1)	실물	국내	주식	500000	한국투자신탁운용	100000	0.19	비과세
KR7272230004	272230	한국투자 KINDEX 스마트밸류증권상장지수투자신탁(주식)	KINDEX 스마트밸류	KIM KINDEX Smart Value ETF	2017-07-11	FnGuide 스마트 밸류 지수	FnGuide	일반 (1)	실물	국내	주식	1000000	한국투자신탁운용	100000	0.19	비과세
KR7322120007	322120	한국투자 KINDEX 스마트퀄리티증권상장지수투자신탁(주식)	KINDEX 스마트퀄리티	KIM KINDEX Smart Quality ETF	2019-04-16	FnGuide 스마트 퀄리티 지수	FnGuide	일반 (1)	실물	국내	주식	500000	한국투자신탁운용	100000	0.19	비과세
KR7322150004	322150	한국투자 KINDEX 스마트하이베타증권상장지수투자신탁(주식)	KINDEX 스마트하이베타	KIM KINDEX Smart High Beta ETF	2019-04-16	FnGuide 스마트 하이베타 지수	FnGuide	일반 (1)	실물	국내	주식	700000	한국투자신탁운용	100000	0.19	비과세
KR7316300003	316300	한국투자 KINDEX 싱가포르리츠부동산상장지수투자신탁(재간접형)	KINDEX 싱가포르리츠	KIM KINDEX Singapore REITs ETF	2019-01-29	Morningstar Singapore REIT Yield Focus Index(PR)	MorningStar	일반 (1)	실물	해외	부동산	1000000	한국투자신탁운용	100000	0.4	배당소득세(분리과세부동산ETF)
KR7256440009	256440	한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 인도네시아MSCI(합성)	KIM KINDEX MSCI Indonesia ETF(Synth)	2016-11-01	MSCI Indonesia Index	MSCI	일반 (1)	합성	해외	주식	3200000	한국투자신탁운용	100000	0.7	배당소득세(보유기간과세)
KR7145670006	145670	한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형)	KINDEX 인버스	KINDEX INVERSE ETF	2011-09-08	코스피 200 선물지수	KRX	1X 인버스 (-1)	실물	국내	주식	1400000	한국투자신탁운용	100000	0.15	배당소득세(보유기간과세)
KR7196030001	196030	한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H)	KINDEX 일본TOPIX레버리지(H)	KIM KINDEX Japan Leverage ETF(H)	2014-06-16	TOPIX	TSE(Tokyo Stock Exchange)	2X 레버리지 (2)	실물	해외	주식	600000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7238720007	238720	한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H)	KINDEX 일본Nikkei225(H)	KIM KINDEX Japan Nikkei225 ETF(H)	2016-03-03	Nikkei 225	Nikkei	일반 (1)	실물	해외	주식	700000	한국투자신탁운용	100000	0.3	배당소득세(해외주식투자전용ETF)
KR7205720006	205720	한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H)	KINDEX 일본TOPIX인버스(합성 H)	KIM KINDEX SYNTH-Japan Inverse ETF(H)	2014-09-29	TOPIX	TSE(Tokyo Stock Exchange)	1X 인버스 (-1)	합성	해외	주식	2100000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7168580009	168580	한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형)	KINDEX 중국본토CSI300	KIM KINDEX China Main Land CSI300 Feeder ETF	2012-11-29	CSI 300 Index	CSI	일반 (1)	실물	해외	주식	7400000	한국투자신탁운용	100000	0.7	배당소득세(해외주식투자전용ETF)
KR7272910001	272910	한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권)	KINDEX 중장기국공채액티브	KIM KINDEX Active Korea Treasury & Agency Bonds ETF	2017-06-29	KIS 종합채권국공채1-10Y지수	KIS 채권평가	일반 (1)	Active	국내	채권	157000	한국투자신탁운용	1000	0.08	배당소득세(보유기간과세)
KR7371870007	371870	한국투자 KINDEX 차이나항셍테크증권상장지수투자신탁(주식)	KINDEX 차이나항셍테크	KIM KINDEX China Hang Seng TECH ETF	2020-12-16	Hang Seng TECH Index	HangSeng	일반 (1)	실물	해외	주식	500000	한국투자신탁운용	100000	0.25	배당소득세(보유기간과세)
KR7354500001	354500	한국투자 KINDEX 코스닥150증권상장지수투자신탁(주식)	KINDEX 코스닥150	KIM KINDEX KOSDAQ150 ETF	2020-05-07	코스닥 150	KRX	일반 (1)	실물	국내	주식	2100000	한국투자신탁운용	100000	0.1	비과세
KR7251890000	251890	한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 코스닥(합성)	KIM KINDEX KOSDAQ ETF(Synth)	2016-09-06	코스닥	KRX	일반 (1)	합성	국내	주식	600000	한국투자신탁운용	100000	0.3	배당소득세(보유기간과세)
KR7305050007	305050	한국투자 KINDEX 코스피증권상장지수투자신탁(주식)	KINDEX 코스피	KIM KINDEX KOSPI ETF	2018-10-05	코스피	KRX	일반 (1)	실물	국내	주식	250000	한국투자신탁운용	50000	0.13	비과세
KR7261920003	261920	한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성)	KINDEX 필리핀MSCI(합성)	KIM KINDEX MSCI Philippines ETF(Synth)	2016-12-28	MSCI Philippines IMI Index	MSCI	일반 (1)	합성	해외	주식	400000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7105190003	105190	한국투자 KINDEX200 증권 상장지수투자신탁(주식)	KINDEX 200	KINDEX 200 ETF	2008-09-25	코스피 200	KRX	일반 (1)	실물	국내	주식	17700000	한국투자신탁운용	50000	0.09	비과세
KR7371130006	371130	한국투자KINDEX블룸버그베트남VN30선물레버리지증권상장지수투자신탁(주식-파생형)(H)	KINDEX 블룸버그베트남VN30선물레버리지(H)	KIM KINDEX Vietnam VN30 Futures Leverage ETF(H)	2020-11-25	Bloomberg VN30 Futures Excess Return Index	Bloomberg	2X 레버리지 (2)	실물	해외	주식	1000000	한국투자신탁운용	100000	0.7	배당소득세(보유기간과세)
KR7219900008	219900	한국투자KINDEX중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성)	KINDEX 중국본토CSI300레버리지(합성)	KIM KINDEX SYNTH-China Main Land Leverage CSI300 ETF	2015-05-28	CSI 300 Index	CSI	2X 레버리지 (2)	합성	해외	주식	2400000	한국투자신탁운용	100000	0.5	배당소득세(보유기간과세)
KR7152100004	152100	한화 ARIRANG 200 증권상장지수투자신탁(주식)	ARIRANG 200	HANWHA ARIRANG 200 ETF[EQUITY]	2012-01-10	코스피 200	KRX	일반 (1)	실물	국내	주식	19050000	한화자산운용	50000	0.04	비과세
KR7295820005	295820	한화 ARIRANG 200동일가중증권상장지수투자신탁(주식)	ARIRANG 200동일가중	Hanwha ARIRANG 200 EW ETF	2018-05-11	코스피 200 동일가중지수	KRX	일반 (1)	실물	국내	주식	500000	한화자산운용	50000	0.23	비과세
KR7253150007	253150	한화 ARIRANG 200선물레버리지증권상장지수투자신탁(주식-파생형)	ARIRANG 200선물레버리지	HANWHA ARIRANG 200 Futures Leverage ETF	2016-09-29	코스피 200 선물지수	KRX	2X 레버리지 (2)	실물	국내	주식	350000	한화자산운용	50000	0.06	배당소득세(보유기간과세)
KR7253160006	253160	한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형)	ARIRANG 200선물인버스2X	HANWHA ARIRANG 200 Futures Inverse 2X ETF	2016-09-22	코스피 200 선물지수	KRX	2X 인버스 (-2)	실물	국내	주식	4000000	한화자산운용	50000	0.06	배당소득세(보유기간과세)
KR7278420005	278420	한화 ARIRANG ESG우수기업증권상장지수투자신탁(주식)	ARIRANG ESG우수기업	ARIRANG ESG Leading Company ETF	2017-08-31	WISE ESG우수기업 지수	WiseFn	일반 (1)	실물	국내	주식	450000	한화자산운용	50000	0.23	비과세
KR7227830007	227830	한화 ARIRANG KOSPI 증권상장지수투자신탁(주식)	ARIRANG 코스피	Hanwha ARIRANG KOSPI ETF	2015-09-23	코스피	KRX	일반 (1)	실물	국내	주식	1000000	한화자산운용	50000	0.2	비과세
KR7122090004	122090	한화 ARIRANG KOSPI50 증권 상장지수투자신탁[주식]	ARIRANG 코스피50	HANHWA ARIRANG KOSPI50 ETF[EQUITY]	2010-01-07	코스피 50	KRX	일반 (1)	실물	국내	주식	420000	한화자산운용	30000	0.33	비과세
KR7309170009	309170	한화 ARIRANG KRX300IT증권상장지수투자신탁(주식)	ARIRANG KRX300IT	Hanwha ARIRANG KRX300IT ETF	2018-11-08	KRX300 정보기술	KRX	일반 (1)	실물	국내	주식	140000	한화자산운용	20000	0.4	비과세
KR7292750007	292750	한화 ARIRANG KRX300증권상장지수투자신탁(주식)	ARIRANG KRX300	Hanwha ARIRANG KRX300 ETF	2018-03-26	KRX 300	KRX	일반 (1)	실물	국내	주식	700000	한화자산운용	100000	0.09	비과세
KR7309210003	309210	한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식)	ARIRANG KRX300헬스케어	Hanwha ARIRANG KRX300Health Care ETF	2018-11-08	KRX300 헬스케어	KRX	일반 (1)	실물	국내	주식	460000	한화자산운용	20000	0.4	비과세
KR7333940005	333940	한화 ARIRANG KS로우볼가중 Total Return증권상장지수투자신탁(주식)	ARIRANG KS로우볼가중TR	Hanwha ARIRANG KS LowVol Tilt Total Return ETF	2019-09-05	FnGuide KS 로우볼 가중 TR 지수	FnGuide	일반 (1)	실물	국내	주식	450000	한화자산운용	50000	0.25	배당소득세(보유기간과세)
KR7333950004	333950	한화 ARIRANG KS로우사이즈가중 Total Return증권상장지수투자신탁(주식)	ARIRANG KS로우사이즈가중TR	Hanwha ARIRANG KS LowSize Tilt Total Return ETF	2019-09-05	FnGuide KS 로우사이즈 가중 TR 지수	FnGuide	일반 (1)	실물	국내	주식	300000	한화자산운용	50000	0.25	배당소득세(보유기간과세)
KR7333960003	333960	한화 ARIRANG KS모멘텀가중 Total Return증권상장지수투자신탁(주식)	ARIRANG KS모멘텀가중TR	Hanwha ARIRANG KS Momentum Tilt Total Return ETF	2019-09-05	FnGuide KS 모멘텀 가중 TR 지수	FnGuide	일반 (1)	실물	국내	주식	450000	한화자산운용	50000	0.25	배당소득세(보유기간과세)
KR7333970002	333970	한화 ARIRANG KS밸류가중 Total Return증권상장지수투자신탁(주식)	ARIRANG KS밸류가중TR	Hanwha ARIRANG KS Value Tilt Total Return ETF	2019-09-05	FnGuide KS 밸류 가중 TR 지수	FnGuide	일반 (1)	실물	국내	주식	500000	한화자산운용	50000	0.25	배당소득세(보유기간과세)
KR7333980001	333980	한화 ARIRANG KS퀄리티가중 Total Return증권상장지수투자신탁(주식)	ARIRANG KS퀄리티가중TR	Hanwha ARIRANG KS Quality Tilt Total Return ETF	2019-09-05	FnGuide KS 퀄리티 가중 TR 지수	FnGuide	일반 (1)	실물	국내	주식	300000	한화자산운용	50000	0.25	배당소득세(보유기간과세)
KR7269540001	269540	한화 ARIRANG S&P500증권상장지수투자신탁(주식-파생)(H)	ARIRANG 미국S&P500(H)	Hanwha ARIRANG S&P500(H) ETF	2017-05-16	S&P 500	S&P	일반 (1)	실물	해외	주식	1900000	한화자산운용	100000	0.3	배당소득세(해외주식투자전용ETF)
KR7269530002	269530	한화 ARIRANG S&P글로벌인프라 증권상장지수투자신탁(주식)	ARIRANG S&P글로벌인프라	Hanwha ARIRANG S&P Global Infra ETF	2017-05-16	S&P Global Infrastructure Index	S&P	일반 (1)	실물	해외	주식	350000	한화자산운용	50000	0.3	배당소득세(해외주식투자전용ETF)
KR7251590006	251590	한화 ARIRANG 고배당저변동50증권상장지수투자신탁(주식)	ARIRANG 고배당저변동50	Hanwha ARIRANG High Dividend Low Vol 50 ETF	2016-08-11	FnGuide 고배당저변동50 지수	FnGuide	일반 (1)	실물	국내	주식	1500000	한화자산운용	50000	0.23	비과세
KR7161510003	161510	한화 ARIRANG 고배당주 증권상장지수투자신탁(주식)	ARIRANG 고배당주	Hanwha ARIRANG High Dividend ETF	2012-08-29	FnGuide 배당주 지수	FnGuide	일반 (1)	실물	국내	주식	14640000	한화자산운용	30000	0.23	비과세
KR7251600003	251600	한화 ARIRANG 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형)	ARIRANG 고배당주채권혼합	Hanwha ARIRANG High Dividend Conservative Balanced ETF	2016-08-11	FnGuide 고배당 채권혼합 지수	FnGuide	일반 (1)	실물	국내	혼합자산	1100000	한화자산운용	100000	0.2	배당소득세(보유기간과세)
KR7289670002	289670	한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형)	ARIRANG 국채선물10년	HANWHA ARIRANG KTB 10Y Futures ETF	2018-02-07	10년국채선물지수	KRX	일반 (1)	실물	국내	채권	112000	한화자산운용	4000	0.13	배당소득세(보유기간과세)
KR7298340001	298340	한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형)	ARIRANG 국채선물3년	Hanwha ARIRANG KTB 3Y Futures ETF	2018-06-08	국채선물지수	KRX	일반 (1)	실물	국내	채권	136000	한화자산운용	4000	0.1	배당소득세(보유기간과세)
KR7278620000	278620	한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권)	ARIRANG 단기채권액티브	HANWHA ARIRANG ACTIVE SHORT TERM CREDIT BOND ETF	2017-09-26	KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)	한국자산평가(KAP)	일반 (1)	Active	국내	채권	221000	한화자산운용	1000	0.13	배당소득세(보유기간과세)
KR7287180004	287180	한화 ARIRANG 미국나스닥기술주증권상장지수투자신탁(주식)	ARIRANG 미국나스닥기술주	HANWHA ARIRANG NASDAQ Technology Sector ETF	2017-12-13	NASDAQ 100 Technology Sector Index	NASDAQ	일반 (1)	실물	해외	주식	1250000	한화자산운용	50000	0.5	배당소득세(해외주식투자전용ETF)
KR7332610005	332610	한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권)	ARIRANG 미국단기우량회사채	Hanwha ARIRANG US Short-term Credit Bond ETF	2019-08-20	ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)	ICE Data Indices, LLC	일반 (1)	실물	해외	채권	230000	한화자산운용	1000	0.315	배당소득세(보유기간과세)
KR7332620004	332620	한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권)	ARIRANG 미국장기우량회사채	Hanwha ARIRANG US Long-term Credit Bond ETF	2019-08-20	ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수)	ICE Data Indices, LLC	일반 (1)	실물	해외	채권	280000	한화자산운용	1000	0.315	배당소득세(보유기간과세)
KR7238670004	238670	한화 ARIRANG 스마트베타Quality채권혼합증권상장지수투자신탁(채권혼합-파생형)	ARIRANG 스마트베타Quality채권혼합	Hanwha ARIRANG SMARTBETA Quality Conservative Balanced ETF	2016-02-24	WISE-KAP 스마트베타 Quality 채권혼합지수	WiseFn	일반 (1)	실물	국내	혼합자산	600000	한화자산운용	100000	0.2	배당소득세(보유기간과세)
KR7373530005	373530	한화 ARIRANG 신흥국MSCI인버스증권상장지수투자신탁(주식-파생형)(합성 H)	ARIRANG 신흥국MSCI인버스(합성 H)	Hanwha ARIRANG Emerging Markets MSCI Inverse ETF(SYNTH H)	2020-12-16	MSCI EM Index	MSCI	1X 인버스 (-1)	합성	해외	주식	720000	한화자산운용	20000	0.5	배당소득세(보유기간과세)
KR7256450008	256450	한화 ARIRANG 심천차이넥스트증권상장지수투자신탁(주식-파생형)(합성)	ARIRANG 심천차이넥스트(합성)	HANWHA ARIRANG ChiNext ETF(Synth)	2016-11-08	SZSE ChiNext Price Index	SSI(Shenzhen Securities Information Co Ltd)	일반 (1)	합성	해외	주식	600000	한화자산운용	20000	0.5	배당소득세(보유기간과세)
KR7239660004	239660	한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권)	ARIRANG 우량회사채50 1년	HANWHA ARIRANG CREDIT BOND50 ETF(BOND)	2016-03-22	KOBI HALF CREDIT Index(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	140000	한화자산운용	20000	0.135	배당소득세(보유기간과세)
KR7280920000	280920	한화 ARIRANG 주도업종증권상장지수투자신탁[주식]	ARIRANG 주도업종	ARIRANG Leading Industry ETF	2017-10-17	FnGuide 주도업종 지수	FnGuide	일반 (1)	실물	국내	주식	550000	한화자산운용	50000	0.23	비과세
KR7266550003	266550	한화 ARIRANG 중형주저변동50증권상장지수투자신탁[주식]	ARIRANG 중형주저변동50	Hanwha ARIRANG Midcap LowVol50 ETF	2017-03-28	FnGuide 중형주저변동50지수	FnGuide	일반 (1)	실물	국내	주식	500000	한화자산운용	50000	0.23	비과세
KR7301410007	301410	한화 ARIRANG 코스닥150선물인버스증권상장지수투자신탁(주식-파생형)	ARIRANG 코스닥150선물인버스	Hanwha ARIRANG KOSDAQ150 F-Inverse	2018-07-11	F-코스닥150 지수	KRX	1X 인버스 (-1)	실물	국내	주식	700000	한화자산운용	50000	0.29	배당소득세(보유기간과세)
